p,T,F,R,h,s,u,v
1.81000e+07,1.97500e+03,5.00000e-01,3.00234e+02,2.35693e+06,7.52465e+03,1.76397e+06,3.27603e-02 
1.81000e+07,1.97500e+03,6.00000e-01,3.00436e+02,2.37893e+06,7.67737e+03,1.78557e+06,3.27824e-02 
1.81000e+07,1.97500e+03,7.00000e-01,3.00636e+02,2.40065e+06,7.79573e+03,1.80690e+06,3.28042e-02 
1.81000e+07,1.97500e+03,8.00000e-01,3.00833e+02,2.42210e+06,7.88110e+03,1.82795e+06,3.28257e-02 
1.81000e+07,1.97500e+03,9.00000e-01,3.01027e+02,2.44328e+06,7.93480e+03,1.84875e+06,3.28469e-02 
1.81000e+07,1.97500e+03,1.00000e+00,3.01219e+02,2.46419e+06,7.95808e+03,1.86929e+06,3.28678e-02 
1.81000e+07,1.97500e+03,1.10000e+00,3.01409e+02,2.48485e+06,7.95216e+03,1.88957e+06,3.28885e-02 
1.81000e+07,1.97500e+03,1.20000e+00,3.01596e+02,2.50526e+06,7.91820e+03,1.90961e+06,3.29090e-02 
1.81000e+07,2.07500e+03,0.00000e+00,2.98718e+02,2.36878e+06,6.31869e+03,1.74894e+06,3.42453e-02 
1.81000e+07,2.07500e+03,1.00000e-01,2.98933e+02,2.39406e+06,6.66674e+03,1.77378e+06,3.42699e-02 
1.81000e+07,2.07500e+03,2.00000e-01,2.99145e+02,2.41902e+06,6.97266e+03,1.79829e+06,3.42942e-02 
1.81000e+07,2.07500e+03,3.00000e-01,2.99354e+02,2.44365e+06,7.23813e+03,1.82249e+06,3.43182e-02 
1.81000e+07,2.07500e+03,4.00000e-01,2.99560e+02,2.46796e+06,7.46478e+03,1.84638e+06,3.43418e-02 
1.81000e+07,2.07500e+03,5.00000e-01,2.99764e+02,2.49197e+06,7.65414e+03,1.86996e+06,3.43652e-02 
1.81000e+07,2.07500e+03,6.00000e-01,2.99965e+02,2.51566e+06,7.80771e+03,1.89324e+06,3.43882e-02 
1.81000e+07,2.07500e+03,7.00000e-01,3.00163e+02,2.53906e+06,7.92692e+03,1.91622e+06,3.44110e-02 
1.81000e+07,2.07500e+03,8.00000e-01,3.00359e+02,2.56217e+06,8.01312e+03,1.93892e+06,3.44334e-02 
1.81000e+07,2.07500e+03,9.00000e-01,3.00552e+02,2.58498e+06,8.06764e+03,1.96133e+06,3.44556e-02 
1.81000e+07,2.07500e+03,1.00000e+00,3.00743e+02,2.60751e+06,8.09174e+03,1.98347e+06,3.44775e-02 
1.81000e+07,2.07500e+03,1.10000e+00,3.00932e+02,2.62977e+06,8.08662e+03,2.00533e+06,3.44991e-02 
1.81000e+07,2.07500e+03,1.20000e+00,3.01118e+02,2.65175e+06,8.05346e+03,2.02693e+06,3.45205e-02 
1.81000e+07,2.17500e+03,0.00000e+00,2.98287e+02,2.49536e+06,6.45431e+03,1.84658e+06,3.58438e-02 
1.81000e+07,2.17500e+03,1.00000e-01,2.98500e+02,2.52248e+06,6.80325e+03,1.87324e+06,3.58694e-02 
1.81000e+07,2.17500e+03,2.00000e-01,2.98710e+02,2.54925e+06,7.11004e+03,1.89956e+06,3.58947e-02 
1.81000e+07,2.17500e+03,3.00000e-01,2.98917e+02,2.57567e+06,7.37637e+03,1.92553e+06,3.59196e-02 
1.81000e+07,2.17500e+03,4.00000e-01,2.99122e+02,2.60176e+06,7.60386e+03,1.95117e+06,3.59442e-02 
1.81000e+07,2.17500e+03,5.00000e-01,2.99324e+02,2.62750e+06,7.79407e+03,1.97647e+06,3.59685e-02 
1.81000e+07,2.17500e+03,6.00000e-01,2.99523e+02,2.65292e+06,7.94846e+03,2.00146e+06,3.59925e-02 
1.81000e+07,2.17500e+03,7.00000e-01,2.99720e+02,2.67802e+06,8.06849e+03,2.02613e+06,3.60161e-02 
1.81000e+07,2.17500e+03,8.00000e-01,2.99915e+02,2.70281e+06,8.15550e+03,2.05049e+06,3.60395e-02 
1.81000e+07,2.17500e+03,9.00000e-01,3.00107e+02,2.72728e+06,8.21082e+03,2.07455e+06,3.60625e-02 
1.81000e+07,2.17500e+03,1.00000e+00,3.00296e+02,2.75145e+06,8.23570e+03,2.09831e+06,3.60853e-02 
1.81000e+07,2.17500e+03,1.10000e+00,3.00483e+02,2.77532e+06,8.23136e+03,2.12177e+06,3.61078e-02 
1.81000e+07,2.17500e+03,1.20000e+00,3.00668e+02,2.79890e+06,8.19896e+03,2.14495e+06,3.61300e-02 
1.81000e+07,2.27500e+03,0.00000e+00,2.97885e+02,2.62224e+06,6.60275e+03,1.94456e+06,3.74413e-02 
1.81000e+07,2.27500e+03,1.00000e-01,2.98096e+02,2.65123e+06,6.95254e+03,1.97306e+06,3.74678e-02 
1.81000e+07,2.27500e+03,2.00000e-01,2.98304e+02,2.67984e+06,7.26017e+03,2.00120e+06,3.74940e-02 
1.81000e+07,2.27500e+03,3.00000e-01,2.98509e+02,2.70808e+06,7.52734e+03,2.02897e+06,3.75198e-02 
1.81000e+07,2.27500e+03,4.00000e-01,2.98712e+02,2.73595e+06,7.75566e+03,2.05638e+06,3.75453e-02 
1.81000e+07,2.27500e+03,5.00000e-01,2.98912e+02,2.76346e+06,7.94667e+03,2.08344e+06,3.75705e-02 
1.81000e+07,2.27500e+03,6.00000e-01,2.99110e+02,2.79063e+06,8.10187e+03,2.11016e+06,3.75953e-02 
1.81000e+07,2.27500e+03,7.00000e-01,2.99305e+02,2.81745e+06,8.22269e+03,2.13654e+06,3.76198e-02 
1.81000e+07,2.27500e+03,8.00000e-01,2.99497e+02,2.84394e+06,8.31048e+03,2.16258e+06,3.76440e-02 
1.81000e+07,2.27500e+03,9.00000e-01,2.99687e+02,2.87009e+06,8.36657e+03,2.18831e+06,3.76679e-02 
1.81000e+07,2.27500e+03,1.00000e+00,2.99875e+02,2.89593e+06,8.39222e+03,2.21371e+06,3.76915e-02 
1.81000e+07,2.27500e+03,1.10000e+00,3.00061e+02,2.92144e+06,8.38863e+03,2.23880e+06,3.77148e-02 
1.81000e+07,2.27500e+03,1.20000e+00,3.00244e+02,2.94664e+06,8.35697e+03,2.26358e+06,3.77378e-02 
1.81000e+07,2.37500e+03,0.00000e+00,2.97509e+02,2.74939e+06,6.76641e+03,2.04281e+06,3.90378e-02 
1.81000e+07,2.37500e+03,1.00000e-01,2.97718e+02,2.78026e+06,7.11703e+03,2.07318e+06,3.90652e-02 
1.81000e+07,2.37500e+03,2.00000e-01,2.97924e+02,2.81073e+06,7.42549e+03,2.10316e+06,3.90922e-02 
1.81000e+07,2.37500e+03,3.00000e-01,2.98127e+02,2.84080e+06,7.69346e+03,2.13275e+06,3.91189e-02 
1.81000e+07,2.37500e+03,4.00000e-01,2.98328e+02,2.87049e+06,7.92258e+03,2.16196e+06,3.91453e-02 
1.81000e+07,2.37500e+03,5.00000e-01,2.98526e+02,2.89979e+06,8.11438e+03,2.19079e+06,3.91712e-02 
1.81000e+07,2.37500e+03,6.00000e-01,2.98722e+02,2.92872e+06,8.27036e+03,2.21926e+06,3.91969e-02 
1.81000e+07,2.37500e+03,7.00000e-01,2.98915e+02,2.95729e+06,8.39194e+03,2.24737e+06,3.92222e-02 
1.81000e+07,2.37500e+03,8.00000e-01,2.99105e+02,2.98550e+06,8.48050e+03,2.27512e+06,3.92472e-02 
1.81000e+07,2.37500e+03,9.00000e-01,2.99293e+02,3.01335e+06,8.53734e+03,2.30253e+06,3.92719e-02 
1.81000e+07,2.37500e+03,1.00000e+00,2.99479e+02,3.04086e+06,8.56372e+03,2.32960e+06,3.92963e-02 
1.81000e+07,2.37500e+03,1.10000e+00,2.99663e+02,3.06803e+06,8.56087e+03,2.35633e+06,3.93204e-02 
1.81000e+07,2.37500e+03,1.20000e+00,2.99844e+02,3.09487e+06,8.52993e+03,2.38274e+06,3.93441e-02 
1.81000e+07,2.47500e+03,0.00000e+00,2.97158e+02,2.87678e+06,6.94790e+03,2.14131e+06,4.06335e-02 
1.81000e+07,2.47500e+03,1.00000e-01,2.97365e+02,2.90955e+06,7.29933e+03,2.17357e+06,4.06617e-02 
1.81000e+07,2.47500e+03,2.00000e-01,2.97568e+02,2.94189e+06,7.60858e+03,2.20541e+06,4.06896e-02 
1.81000e+07,2.47500e+03,3.00000e-01,2.97769e+02,2.97382e+06,7.87734e+03,2.23684e+06,4.07171e-02 
1.81000e+07,2.47500e+03,4.00000e-01,2.97968e+02,3.00533e+06,8.10724e+03,2.26786e+06,4.07442e-02 
1.81000e+07,2.47500e+03,5.00000e-01,2.98164e+02,3.03644e+06,8.29981e+03,2.29848e+06,4.07710e-02 
1.81000e+07,2.47500e+03,6.00000e-01,2.98357e+02,3.06715e+06,8.45654e+03,2.32872e+06,4.07974e-02 
1.81000e+07,2.47500e+03,7.00000e-01,2.98548e+02,3.09748e+06,8.57887e+03,2.35857e+06,4.08235e-02 
1.81000e+07,2.47500e+03,8.00000e-01,2.98736e+02,3.12743e+06,8.66816e+03,2.38805e+06,4.08493e-02 
1.81000e+07,2.47500e+03,9.00000e-01,2.98922e+02,3.15700e+06,8.72573e+03,2.41716e+06,4.08747e-02 
1.81000e+07,2.47500e+03,1.00000e+00,2.99106e+02,3.18620e+06,8.75284e+03,2.44591e+06,4.08999e-02 
1.81000e+07,2.47500e+03,1.10000e+00,2.99287e+02,3.21505e+06,8.75069e+03,2.47431e+06,4.09247e-02 
1.81000e+07,2.47500e+03,1.20000e+00,2.99467e+02,3.24354e+06,8.72046e+03,2.50236e+06,4.09492e-02 
1.81000e+07,2.57500e+03,0.00000e+00,2.96829e+02,3.00438e+06,7.15001e+03,2.24004e+06,4.22285e-02 
1.81000e+07,2.57500e+03,1.00000e-01,2.97033e+02,3.03907e+06,7.50222e+03,2.27421e+06,4.22575e-02 
1.81000e+07,2.57500e+03,2.00000e-01,2.97235e+02,3.07330e+06,7.81225e+03,2.30792e+06,4.22861e-02 
1.81000e+07,2.57500e+03,3.00000e-01,2.97433e+02,3.10710e+06,8.08178e+03,2.34121e+06,4.23144e-02 
1.81000e+07,2.57500e+03,4.00000e-01,2.97629e+02,3.14045e+06,8.31243e+03,2.37406e+06,4.23423e-02 
1.81000e+07,2.57500e+03,5.00000e-01,2.97823e+02,3.17339e+06,8.50575e+03,2.40649e+06,4.23698e-02 
1.81000e+07,2.57500e+03,6.00000e-01,2.98014e+02,3.20590e+06,8.66322e+03,2.43851e+06,4.23970e-02 
1.81000e+07,2.57500e+03,7.00000e-01,2.98203e+02,3.23800e+06,8.78628e+03,2.47013e+06,4.24239e-02 
1.81000e+07,2.57500e+03,8.00000e-01,2.98389e+02,3.26970e+06,8.87629e+03,2.50134e+06,4.24504e-02 
1.81000e+07,2.57500e+03,9.00000e-01,2.98573e+02,3.30100e+06,8.93457e+03,2.53217e+06,4.24765e-02 
1.81000e+07,2.57500e+03,1.00000e+00,2.98754e+02,3.33191e+06,8.96237e+03,2.56262e+06,4.25024e-02 
1.81000e+07,2.57500e+03,1.10000e+00,2.98934e+02,3.36245e+06,8.96092e+03,2.59269e+06,4.25279e-02 
1.81000e+07,2.57500e+03,1.20000e+00,2.99111e+02,3.39260e+06,8.93137e+03,2.62239e+06,4.25531e-02 
1.81000e+07,2.67500e+03,0.00000e+00,2.96521e+02,3.13220e+06,7.37574e+03,2.33901e+06,4.38228e-02 
1.81000e+07,2.67500e+03,1.00000e-01,2.96722e+02,3.16882e+06,7.72873e+03,2.37509e+06,4.38526e-02 
1.81000e+07,2.67500e+03,2.00000e-01,2.96921e+02,3.20496e+06,8.03951e+03,2.41070e+06,4.38820e-02 
1.81000e+07,2.67500e+03,3.00000e-01,2.97117e+02,3.24064e+06,8.30979e+03,2.44585e+06,4.39110e-02 
1.81000e+07,2.67500e+03,4.00000e-01,2.97311e+02,3.27585e+06,8.54118e+03,2.48055e+06,4.39396e-02 
1.81000e+07,2.67500e+03,5.00000e-01,2.97502e+02,3.31062e+06,8.73522e+03,2.51480e+06,4.39679e-02 
1.81000e+07,2.67500e+03,6.00000e-01,2.97691e+02,3.34494e+06,8.89341e+03,2.54862e+06,4.39958e-02 
1.81000e+07,2.67500e+03,7.00000e-01,2.97877e+02,3.37883e+06,9.01718e+03,2.58201e+06,4.40233e-02 
1.81000e+07,2.67500e+03,8.00000e-01,2.98061e+02,3.41229e+06,9.10789e+03,2.61498e+06,4.40505e-02 
1.81000e+07,2.67500e+03,9.00000e-01,2.98243e+02,3.44534e+06,9.16686e+03,2.64754e+06,4.40774e-02 
1.81000e+07,2.67500e+03,1.00000e+00,2.98423e+02,3.47797e+06,9.19535e+03,2.67969e+06,4.41039e-02 
1.81000e+07,2.67500e+03,1.10000e+00,2.98600e+02,3.51020e+06,9.19458e+03,2.71145e+06,4.41301e-02 
1.81000e+07,2.67500e+03,1.20000e+00,2.98775e+02,3.54204e+06,9.16570e+03,2.74282e+06,4.41559e-02 
1.81000e+07,2.77500e+03,0.00000e+00,2.96230e+02,3.26026e+06,7.62832e+03,2.43822e+06,4.54165e-02 
1.81000e+07,2.77500e+03,1.00000e-01,2.96429e+02,3.29883e+06,7.98206e+03,2.47623e+06,4.54471e-02 
1.81000e+07,2.77500e+03,2.00000e-01,2.96626e+02,3.33688e+06,8.29358e+03,2.51375e+06,4.54772e-02 
1.81000e+07,2.77500e+03,3.00000e-01,2.96820e+02,3.37445e+06,8.56459e+03,2.55078e+06,4.55069e-02 
1.81000e+07,2.77500e+03,4.00000e-01,2.97011e+02,3.41153e+06,8.79670e+03,2.58733e+06,4.55362e-02 
1.81000e+07,2.77500e+03,5.00000e-01,2.97200e+02,3.44814e+06,8.99146e+03,2.62341e+06,4.55652e-02 
1.81000e+07,2.77500e+03,6.00000e-01,2.97387e+02,3.48428e+06,9.15035e+03,2.65904e+06,4.55938e-02 
1.81000e+07,2.77500e+03,7.00000e-01,2.97571e+02,3.51997e+06,9.27482e+03,2.69421e+06,4.56220e-02 
1.81000e+07,2.77500e+03,8.00000e-01,2.97752e+02,3.55521e+06,9.36621e+03,2.72894e+06,4.56499e-02 
1.81000e+07,2.77500e+03,9.00000e-01,2.97932e+02,3.59000e+06,9.42586e+03,2.76324e+06,4.56774e-02 
1.81000e+07,2.77500e+03,1.00000e+00,2.98109e+02,3.62437e+06,9.45502e+03,2.79712e+06,4.57045e-02 
1.81000e+07,2.77500e+03,1.10000e+00,2.98284e+02,3.65831e+06,9.45490e+03,2.83057e+06,4.57314e-02 
1.81000e+07,2.77500e+03,1.20000e+00,2.98457e+02,3.69184e+06,9.42668e+03,2.86362e+06,4.57579e-02 
1.81000e+07,2.87500e+03,0.00000e+00,2.95957e+02,3.38859e+06,7.91120e+03,2.53771e+06,4.70098e-02 
1.81000e+07,2.87500e+03,1.00000e-01,2.96154e+02,3.42910e+06,8.26567e+03,2.57766e+06,4.70410e-02 
1.81000e+07,2.87500e+03,2.00000e-01,2.96348e+02,3.46908e+06,8.57792e+03,2.61708e+06,4.70718e-02 
1.81000e+07,2.87500e+03,3.00000e-01,2.96539e+02,3.50855e+06,8.84964e+03,2.65600e+06,4.71022e-02 
1.81000e+07,2.87500e+03,4.00000e-01,2.96728e+02,3.54751e+06,9.08246e+03,2.69441e+06,4.71322e-02 
1.81000e+07,2.87500e+03,5.00000e-01,2.96915e+02,3.58597e+06,9.27792e+03,2.73234e+06,4.71619e-02 
1.81000e+07,2.87500e+03,6.00000e-01,2.97099e+02,3.62394e+06,9.43750e+03,2.76978e+06,4.71911e-02 
1.81000e+07,2.87500e+03,7.00000e-01,2.97281e+02,3.66143e+06,9.56264e+03,2.80674e+06,4.72200e-02 
1.81000e+07,2.87500e+03,8.00000e-01,2.97460e+02,3.69845e+06,9.65471e+03,2.84325e+06,4.72485e-02 
1.81000e+07,2.87500e+03,9.00000e-01,2.97637e+02,3.73500e+06,9.71502e+03,2.87929e+06,4.72767e-02 
1.81000e+07,2.87500e+03,1.00000e+00,2.97812e+02,3.77111e+06,9.74484e+03,2.91490e+06,4.73045e-02 
1.81000e+07,2.87500e+03,1.10000e+00,2.97985e+02,3.80676e+06,9.74537e+03,2.95006e+06,4.73319e-02 
1.81000e+07,2.87500e+03,1.20000e+00,2.98156e+02,3.84199e+06,9.71778e+03,2.98479e+06,4.73590e-02 
1.81000e+07,2.97500e+03,0.00000e+00,2.95700e+02,3.51721e+06,8.22806e+03,2.63750e+06,4.86025e-02 
1.81000e+07,2.97500e+03,1.00000e-01,2.95894e+02,3.55968e+06,8.58325e+03,2.67939e+06,4.86345e-02 
1.81000e+07,2.97500e+03,2.00000e-01,2.96085e+02,3.60159e+06,8.89621e+03,2.72074e+06,4.86659e-02 
1.81000e+07,2.97500e+03,3.00000e-01,2.96274e+02,3.64296e+06,9.16864e+03,2.76155e+06,4.86970e-02 
1.81000e+07,2.97500e+03,4.00000e-01,2.96461e+02,3.68380e+06,9.40215e+03,2.80183e+06,4.87277e-02 
1.81000e+07,2.97500e+03,5.00000e-01,2.96645e+02,3.72412e+06,9.59829e+03,2.84160e+06,4.87580e-02 
1.81000e+07,2.97500e+03,6.00000e-01,2.96827e+02,3.76392e+06,9.75855e+03,2.88086e+06,4.87879e-02 
1.81000e+07,2.97500e+03,7.00000e-01,2.97006e+02,3.80322e+06,9.88436e+03,2.91962e+06,4.88174e-02 
1.81000e+07,2.97500e+03,8.00000e-01,2.97184e+02,3.84203e+06,9.97709e+03,2.95790e+06,4.88465e-02 
1.81000e+07,2.97500e+03,9.00000e-01,2.97359e+02,3.88035e+06,1.00381e+04,2.99571e+06,4.88753e-02 
1.81000e+07,2.97500e+03,1.00000e+00,2.97532e+02,3.91819e+06,1.00685e+04,3.03304e+06,4.89037e-02 
1.81000e+07,2.97500e+03,1.10000e+00,2.97702e+02,3.95557e+06,1.00697e+04,3.06991e+06,4.89317e-02 
1.81000e+07,2.97500e+03,1.20000e+00,2.97871e+02,3.99250e+06,1.00427e+04,3.10633e+06,4.89594e-02 
1.91000e+07,6.75000e+02,0.00000e+00,3.09095e+02,6.87016e+05,4.68486e+03,4.78377e+05,1.09235e-02 
1.91000e+07,6.75000e+02,1.00000e-01,3.08813e+02,6.90150e+05,5.01561e+03,4.81701e+05,1.09136e-02 
1.91000e+07,6.75000e+02,2.00000e-01,3.08532e+02,6.93237e+05,5.30445e+03,4.84978e+05,1.09036e-02 
1.91000e+07,6.75000e+02,3.00000e-01,3.08251e+02,6.96278e+05,5.55306e+03,4.88208e+05,1.08937e-02 
1.91000e+07,6.75000e+02,4.00000e-01,3.07970e+02,6.99272e+05,5.76305e+03,4.91392e+05,1.08838e-02 
1.91000e+07,6.75000e+02,5.00000e-01,3.07690e+02,7.02222e+05,5.93596e+03,4.94531e+05,1.08739e-02 
1.91000e+07,6.75000e+02,6.00000e-01,3.07410e+02,7.05128e+05,6.07329e+03,4.97626e+05,1.08640e-02 
1.91000e+07,6.75000e+02,7.00000e-01,3.07131e+02,7.07992e+05,6.17645e+03,5.00678e+05,1.08541e-02 
1.91000e+07,6.75000e+02,8.00000e-01,3.06853e+02,7.10813e+05,6.24680e+03,5.03687e+05,1.08443e-02 
1.91000e+07,6.75000e+02,9.00000e-01,3.06575e+02,7.13593e+05,6.28567e+03,5.06655e+05,1.08345e-02 
1.91000e+07,6.75000e+02,1.00000e+00,3.06298e+02,7.16333e+05,6.29430e+03,5.09583e+05,1.08247e-02 
1.91000e+07,6.75000e+02,1.10000e+00,3.06021e+02,7.19034e+05,6.27389e+03,5.12470e+05,1.08149e-02 
1.91000e+07,6.75000e+02,1.20000e+00,3.05745e+02,7.21697e+05,6.22562e+03,5.15319e+05,1.08051e-02 
1.91000e+07,7.75000e+02,0.00000e+00,3.08882e+02,7.98996e+05,4.84063e+03,5.59613e+05,1.25332e-02 
1.91000e+07,7.75000e+02,1.00000e-01,3.08789e+02,8.03469e+05,5.17319e+03,5.64157e+05,1.25294e-02 
1.91000e+07,7.75000e+02,2.00000e-01,3.08696e+02,8.07879e+05,5.46383e+03,5.68640e+05,1.25256e-02 
1.91000e+07,7.75000e+02,3.00000e-01,3.08603e+02,8.12228e+05,5.71421e+03,5.73061e+05,1.25218e-02 
1.91000e+07,7.75000e+02,4.00000e-01,3.08508e+02,8.16517e+05,5.92596e+03,5.77423e+05,1.25180e-02 
1.91000e+07,7.75000e+02,5.00000e-01,3.08413e+02,8.20746e+05,6.10061e+03,5.81726e+05,1.25142e-02 
1.91000e+07,7.75000e+02,6.00000e-01,3.08318e+02,8.24917e+05,6.23966e+03,5.85971e+05,1.25103e-02 
1.91000e+07,7.75000e+02,7.00000e-01,3.08222e+02,8.29032e+05,6.34451e+03,5.90160e+05,1.25064e-02 
1.91000e+07,7.75000e+02,8.00000e-01,3.08125e+02,8.33091e+05,6.41655e+03,5.94294e+05,1.25025e-02 
1.91000e+07,7.75000e+02,9.00000e-01,3.08029e+02,8.37096e+05,6.45707e+03,5.98374e+05,1.24985e-02 
1.91000e+07,7.75000e+02,1.00000e+00,3.07931e+02,8.41047e+05,6.46734e+03,6.02401e+05,1.24946e-02 
1.91000e+07,7.75000e+02,1.10000e+00,3.07834e+02,8.44946e+05,6.44856e+03,6.06375e+05,1.24906e-02 
1.91000e+07,7.75000e+02,1.20000e+00,3.07736e+02,8.48794e+05,6.40190e+03,6.10299e+05,1.24867e-02 
1.91000e+07,8.75000e+02,0.00000e+00,3.08180e+02,9.12123e+05,4.97968e+03,6.42465e+05,1.41182e-02 
1.91000e+07,8.75000e+02,1.00000e-01,3.08203e+02,9.17960e+05,5.31388e+03,6.48282e+05,1.41192e-02 
1.91000e+07,8.75000e+02,2.00000e-01,3.08224e+02,9.23718e+05,5.60613e+03,6.54022e+05,1.41202e-02 
1.91000e+07,8.75000e+02,3.00000e-01,3.08243e+02,9.29398e+05,5.85811e+03,6.59685e+05,1.41211e-02 
1.91000e+07,8.75000e+02,4.00000e-01,3.08262e+02,9.35002e+05,6.07143e+03,6.65273e+05,1.41219e-02 
1.91000e+07,8.75000e+02,5.00000e-01,3.08279e+02,9.40532e+05,6.24764e+03,6.70788e+05,1.41227e-02 
1.91000e+07,8.75000e+02,6.00000e-01,3.08294e+02,9.45988e+05,6.38822e+03,6.76231e+05,1.41234e-02 
1.91000e+07,8.75000e+02,7.00000e-01,3.08308e+02,9.51373e+05,6.49460e+03,6.81603e+05,1.41241e-02 
1.91000e+07,8.75000e+02,8.00000e-01,3.08321e+02,9.56687e+05,6.56814e+03,6.86906e+05,1.41247e-02 
1.91000e+07,8.75000e+02,9.00000e-01,3.08333e+02,9.61932e+05,6.61014e+03,6.92141e+05,1.41252e-02 
1.91000e+07,8.75000e+02,1.00000e+00,3.08344e+02,9.67110e+05,6.62188e+03,6.97309e+05,1.41257e-02 
1.91000e+07,8.75000e+02,1.10000e+00,3.08354e+02,9.72222e+05,6.60456e+03,7.02412e+05,1.41262e-02 
1.91000e+07,8.75000e+02,1.20000e+00,3.08363e+02,9.77268e+05,6.55933e+03,7.07451e+05,1.41266e-02 
1.91000e+07,9.75000e+02,0.00000e+00,3.07291e+02,1.02667e+06,5.10640e+03,7.27062e+05,1.56863e-02 
1.91000e+07,9.75000e+02,1.00000e-01,3.07386e+02,1.03391e+06,5.44210e+03,7.34207e+05,1.56912e-02 
1.91000e+07,9.75000e+02,2.00000e-01,3.07479e+02,1.04105e+06,5.73584e+03,7.41258e+05,1.56959e-02 
1.91000e+07,9.75000e+02,3.00000e-01,3.07570e+02,1.04810e+06,5.98928e+03,7.48217e+05,1.57006e-02 
1.91000e+07,9.75000e+02,4.00000e-01,3.07659e+02,1.05505e+06,6.20405e+03,7.55084e+05,1.57051e-02 
1.91000e+07,9.75000e+02,5.00000e-01,3.07746e+02,1.06191e+06,6.38169e+03,7.61861e+05,1.57096e-02 
1.91000e+07,9.75000e+02,6.00000e-01,3.07832e+02,1.06869e+06,6.52369e+03,7.68552e+05,1.57139e-02 
1.91000e+07,9.75000e+02,7.00000e-01,3.07915e+02,1.07537e+06,6.63146e+03,7.75156e+05,1.57182e-02 
1.91000e+07,9.75000e+02,8.00000e-01,3.07997e+02,1.08197e+06,6.70638e+03,7.81676e+05,1.57224e-02 
1.91000e+07,9.75000e+02,9.00000e-01,3.08077e+02,1.08849e+06,6.74975e+03,7.88114e+05,1.57265e-02 
1.91000e+07,9.75000e+02,1.00000e+00,3.08156e+02,1.09492e+06,6.76283e+03,7.94470e+05,1.57305e-02 
1.91000e+07,9.75000e+02,1.10000e+00,3.08233e+02,1.10127e+06,6.74684e+03,8.00747e+05,1.57344e-02 
1.91000e+07,9.75000e+02,1.20000e+00,3.08308e+02,1.10755e+06,6.70293e+03,8.06946e+05,1.57383e-02 
1.91000e+07,1.07500e+03,0.00000e+00,3.06351e+02,1.14275e+06,5.22387e+03,8.13420e+05,1.72423e-02 
1.91000e+07,1.07500e+03,1.00000e-01,3.06493e+02,1.15143e+06,5.56098e+03,8.21948e+05,1.72503e-02 
1.91000e+07,1.07500e+03,2.00000e-01,3.06633e+02,1.15999e+06,5.85610e+03,8.30364e+05,1.72581e-02 
1.91000e+07,1.07500e+03,3.00000e-01,3.06770e+02,1.16845e+06,6.11092e+03,8.38670e+05,1.72659e-02 
1.91000e+07,1.07500e+03,4.00000e-01,3.06905e+02,1.17679e+06,6.32704e+03,8.46868e+05,1.72735e-02 
1.91000e+07,1.07500e+03,5.00000e-01,3.07038e+02,1.18503e+06,6.50602e+03,8.54960e+05,1.72809e-02 
1.91000e+07,1.07500e+03,6.00000e-01,3.07168e+02,1.19315e+06,6.64933e+03,8.62948e+05,1.72883e-02 
1.91000e+07,1.07500e+03,7.00000e-01,3.07297e+02,1.20118e+06,6.75841e+03,8.70834e+05,1.72955e-02 
1.91000e+07,1.07500e+03,8.00000e-01,3.07423e+02,1.20910e+06,6.83461e+03,8.78621e+05,1.73026e-02 
1.91000e+07,1.07500e+03,9.00000e-01,3.07547e+02,1.21692e+06,6.87925e+03,8.86309e+05,1.73096e-02 
1.91000e+07,1.07500e+03,1.00000e+00,3.07670e+02,1.22465e+06,6.89359e+03,8.93900e+05,1.73165e-02 
1.91000e+07,1.07500e+03,1.10000e+00,3.07790e+02,1.23227e+06,6.87884e+03,9.01398e+05,1.73233e-02 
1.91000e+07,1.07500e+03,1.20000e+00,3.07909e+02,1.23980e+06,6.83615e+03,9.08802e+05,1.73299e-02 
1.91000e+07,1.17500e+03,0.00000e+00,3.05425e+02,1.26036e+06,5.33447e+03,9.01484e+05,1.87892e-02 
1.91000e+07,1.17500e+03,1.00000e-01,3.05598e+02,1.27053e+06,5.67290e+03,9.11448e+05,1.87999e-02 
1.91000e+07,1.17500e+03,2.00000e-01,3.05768e+02,1.28056e+06,5.96933e+03,9.21281e+05,1.88103e-02 
1.91000e+07,1.17500e+03,3.00000e-01,3.05936e+02,1.29046e+06,6.22544e+03,9.30985e+05,1.88207e-02 
1.91000e+07,1.17500e+03,4.00000e-01,3.06101e+02,1.30023e+06,6.44284e+03,9.40564e+05,1.88308e-02 
1.91000e+07,1.17500e+03,5.00000e-01,3.06263e+02,1.30988e+06,6.62307e+03,9.50020e+05,1.88408e-02 
1.91000e+07,1.17500e+03,6.00000e-01,3.06424e+02,1.31940e+06,6.76763e+03,9.59354e+05,1.88507e-02 
1.91000e+07,1.17500e+03,7.00000e-01,3.06581e+02,1.32880e+06,6.87793e+03,9.68570e+05,1.88604e-02 
1.91000e+07,1.17500e+03,8.00000e-01,3.06737e+02,1.33809e+06,6.95535e+03,9.77669e+05,1.88699e-02 
1.91000e+07,1.17500e+03,9.00000e-01,3.06890e+02,1.34725e+06,7.00119e+03,9.86654e+05,1.88794e-02 
1.91000e+07,1.17500e+03,1.00000e+00,3.07041e+02,1.35630e+06,7.01671e+03,9.95527e+05,1.88887e-02 
1.91000e+07,1.17500e+03,1.10000e+00,3.07190e+02,1.36524e+06,7.00313e+03,1.00429e+06,1.88978e-02 
